"linenumber","fec_committee_id","tran_id","flag_orgind","recipient","last_name","first_name","middle_name","prefix","suffix","address_one","address_two","city","state","zip","date","amount","aggregate_amount","purpose","memo_code","memo_text","cycle"
"SB17","C00869016","HFM1531","ORG","SOCKO STRATEGIES",,,,,,"1101 30th St","STE 125","Washington","DC","20007","2024-09-19","660",,"FUNDRAISING SERVICES",,,"2024"
"SB17","C00869016","HFM1532","ORG","SOHO BISTRO",,,,,,"Terminal 2",,"Jamaica","NY","11430","2024-08-26","117.37",,"MEALS",,,"2024"
"SB17","C00869016","HFM1533","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-07-01","483.46",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1534","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-07-01","483.46",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1535","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-07-01","483.46",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1536","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-07-22","742.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1537","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-07-22","742.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1538","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-07-22","742.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1539","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-07-31","217.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1540","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-07-31","217.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1541","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-05","93",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1542","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-05","93",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1661","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","-35",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1662","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","-107",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1663","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","-35",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1664","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","-17.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1665","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","-104.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1666","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","-107",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1667","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1668","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1669","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-22","40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1670","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-19.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1671","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1672","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1673","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1674","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-17.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1675","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1676","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","50",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1677","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1678","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-29.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1679","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-25.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1680","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-25.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1681","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-23","-29.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1682","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-24","-413.75",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1683","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-24","-508.63",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1684","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-24","-397.17",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1685","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-24","-397.17",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1686","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-24","-355.25",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1687","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-24","-413.75",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1688","ORG","UNIVERSITY OF MD",,,,,,"7901 Regents Dr",,"College Park","MD","20742","2024-09-06","24",,"EVENT COSTS",,,"2024"
"SB17","C00869016","HFM1689","ORG","UNIVERSITY OF MD",,,,,,"7901 Regents Dr",,"College Park","MD","20742","2024-09-06","7",,"EVENT COSTS",,,"2024"
"SB17","C00869016","HFM1690","ORG","UNIVERSITY OF MD",,,,,,"7901 Regents Dr",,"College Park","MD","20742","2024-09-06","24",,"EVENT COSTS",,,"2024"
"SB17","C00869016","HFM1691","ORG","US CHAMBER OF COMMERCE",,,,,,"PO BOX 2015",,"MILFORD","NH","03055","2024-09-30","100",,"EVENT COSTS",,,"2024"
"SB17","C00869016","HFM1692","ORG","USPS",,,,,,"475 L'Enfant Plaza SW",,"Washington","DC","20260","2024-07-19","438",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1693","ORG","USPS",,,,,,"475 L'Enfant Plaza SW",,"Washington","DC","20260","2024-08-09","128",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1694","ORG","USPS",,,,,,"475 L'Enfant Plaza SW",,"Washington","DC","20260","2024-09-05","365",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1695","ORG","USPS",,,,,,"475 L'Enfant Plaza SW",,"Washington","DC","20260","2024-09-24","200",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1697","ORG","VILLAGE PUB",,,,,,"19 W Pennsylvania Ave",,"Towson","MD","21204","2024-09-09","125.09",,"MEALS",,,"2024"
"SB17","C00869016","HFM1698","ORG","W HOTELS",,,,,,"550 S Spring St",,"Aspen","CO","81611","2024-07-01","2112.47",,"LODGING",,,"2024"
"SB17","C00869016","HFM1699","ORG","W HOTELS",,,,,,"550 S Spring St",,"Aspen","CO","81611","2024-07-03","2112.47",,"LODGING",,,"2024"
"SB17","C00869016","HFM1700","ORG","W HOTELS",,,,,,"550 S Spring St",,"Aspen","CO","81611","2024-07-23","137.36",,"LODGING",,,"2024"
"SB17","C00869016","HFM1701","ORG","W HOTELS",,,,,,"550 S Spring St",,"Aspen","CO","81611","2024-07-23","72.36",,"LODGING",,,"2024"
"SB17","C00869016","HFM1702","ORG","W HOTELS",,,,,,"550 S Spring St",,"Aspen","CO","81611","2024-07-23","72.36",,"LODGING",,,"2024"
"SB17","C00869016","HFM1705","ORG","WAL-MART",,,,,,"702 SW 8th",,"Bentonville","AR","72716","2024-08-19","34.2",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1706","ORG","WAL-MART",,,,,,"702 SW 8th",,"Bentonville","AR","72716","2024-08-19","38.78",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1707","ORG","WAL-MART",,,,,,"702 SW 8th",,"Bentonville","AR","72716","2024-09-23","36.96",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1703","ORG","WALDORF",,,,,,"1100 Pensylvania Ave NW",,"Washington","DC","20004","2024-09-20","34.8",,"MEALS",,,"2024"
"SB17","C00869016","HFM1704","ORG","WALGREENS",,,,,,"108 Wilmot Rd",,"Deerfield","IL","60015","2024-09-23","27.21",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1708","ORG","WAWA",,,,,,"260 West Baltimore Pike",,"Chesterheights","PA","10963","2024-08-05","66.88",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1709","ORG","WAWA",,,,,,"260 West Baltimore Pike",,"Chesterheights","PA","10963","2024-08-15","44.11",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1710","ORG","WAWA",,,,,,"260 West Baltimore Pike",,"Chesterheights","PA","10963","2024-08-19","60.44",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1711","ORG","WAWA",,,,,,"260 West Baltimore Pike",,"Chesterheights","PA","10963","2024-09-09","55.56",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1712","ORG","WAWA",,,,,,"260 West Baltimore Pike",,"Chesterheights","PA","10963","2024-09-12","63.41",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1713","ORG","WAWA",,,,,,"260 West Baltimore Pike",,"Chesterheights","PA","10963","2024-09-20","30.81",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1714","ORG","WAWA",,,,,,"260 West Baltimore Pike",,"Chesterheights","PA","10963","2024-09-24","23.59",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1715","ORG","WERPOLITICS",,,,,,"21411 UPPERCUT LANE",,"GAITHERSBURG","MD","20882","2024-08-05","4500",,"DIGITAL SERVICES",,,"2024"
"SB17","C00869016","HFM1716","ORG","WEST END NEWS",,,,,,"1 Terminal Dr",,"Nashville","TN","37214","2024-09-16","23.35",,"SUBSCRIPTION SERVICES",,,"2024"
"SB17","C00869016","HFM1717","ORG","WHEELERHOUSE LLC",,,,,,"1851 3RD ST NW",,"WASHINGTON","DC","20001","2024-07-08","2500",,"FUNDRAISING SERVICES",,,"2024"
"SB17","C00869016","HFM1718","ORG","WHEELERHOUSE LLC",,,,,,"1851 3RD ST NW",,"WASHINGTON","DC","20001","2024-07-17","22468.09",,"FUNDRAISING SERVICES",,,"2024"
"SB17","C00869016","HFM1719","ORG","WHEELERHOUSE LLC",,,,,,"1851 3RD ST NW",,"WASHINGTON","DC","20001","2024-08-06","12137.66",,"FUNDRAISING SERVICES",,,"2024"
"SB17","C00869016","HFM1720","ORG","WHOLEFOODS",,,,,,"200 Harker Pl Ste",,"Annapolis","MD","21401","2024-07-15","14.88",,"MEALS",,,"2024"
"SB17","C00869016","HFM1721","ORG","WILDFLOWER",,,,,,,,,,,"2024-09-18","66.24",,,,,"2024"
"SB17","C00869016","HFM1723","ORG","Wilson's Bus Service Inc",,,,,,"4413 Mountain Rd",,"Pasadena","MD","21122","2024-09-03","1300",,"BUS SERVICE",,,"2024"
"SB17","C00869016","HFM1727","ORG","WINRED",,,,,,"1776 WILSON BLVD",,"ARLINGTON","VA","22209","2024-09-30","20771.79",,"CREDIT CARD PROCESSING",,,"2024"
"SB17","C00869016","HFM1724","ORG","YARDS PARKING",,,,,,"1480 4th St",,"Washington","DC","20003","2024-09-11","10",,"PARKING",,,"2024"
"SB17","C00869016","HFM1725","ORG","YOTEL WASHINGTON",,,,,,"415 New Jersey Ave",,"Washington","DC","20001","2024-08-09","171.6",,"LODGING",,,"2024"
"SB20A","C00869016","HFM1260","ORG","GARDNER MCCAGE",,,,,,"1101 PRIMROSE COURT#103",,"ANNAPOLIS","MD","21403","2024-09-23","60",,"CONTRIBUTION REFUND",,,"2024"
"SB17","C00869016","HFM1198","ORG","DRIVEEZ MD",,,,,,"1200 Frankfurst Ave",,"Baltimore","MD","21226","2024-07-22","192",,"TOLLS",,,"2024"
"SB17","C00869016","HFM1199","ORG","DRIVEEZ MD",,,,,,"1200 Frankfurst Ave",,"Baltimore","MD","21226","2024-08-05","95",,"TOLLS",,,"2024"
"SB17","C00869016","HFM1200","ORG","DRIVEEZ MD",,,,,,"1200 Frankfurst Ave",,"Baltimore","MD","21226","2024-09-30","95",,"TOLLS",,,"2024"
"SB17","C00869016","HFM1201","ORG","DUNKIN",,,,,,"9469 Baltimore National Park",,"Ellicott City","MD","21042","2024-08-05","56.37",,"MEALS",,,"2024"
"SB17","C00869016","HFM1202","ORG","EINSTEIN BROS",,,,,,"2101 Somerville Rd #145",,"Annapolis","MD","21401","2024-07-02","22.83",,"MEALS",,,"2024"
"SB17","C00869016","HFM1203","ORG","ELIS ESSENTIALS",,,,,,"1291 Lexington Ave",,"New York","NY","10028","2024-09-23","10.11",,"MEALS",,,"2024"
"SB17","C00869016","HFM1204","ORG","ESSEX DAY",,,,,,,,,,,"2024-09-13","125",,"EVENT COSTS",,,"2024"
"SB17","C00869016","HFM1205","ORG","EXPENSIFY",,,,,,"401 SW 5th Ave",,"Portland","OR","97204","2024-09-09","977.1",,"Expensify Kim Nisbet, CCD",,,"2024"
"SB17","C00869016","HFM1206","ORG","EXXON",,,,,,"22777 Springwoods Village pkwy",,"Spring","TX","77389","2024-07-19","63.24",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1207","ORG","EXXON",,,,,,"22777 Springwoods Village pkwy",,"Spring","TX","77389","2024-07-26","52.95",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1208","ORG","EXXON",,,,,,"22777 Springwoods Village pkwy",,"Spring","TX","77389","2024-08-05","83.43",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1209","ORG","EXXON",,,,,,"22777 Springwoods Village pkwy",,"Spring","TX","77389","2024-09-05","63.25",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1210","ORG","EXXON",,,,,,"22777 Springwoods Village pkwy",,"Spring","TX","77389","2024-09-10","73.39",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1211","ORG","EXXON",,,,,,"22777 Springwoods Village pkwy",,"Spring","TX","77389","2024-09-27","54.51",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1212","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-01","12.6",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1213","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-05","21.49",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1214","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-10","29.66",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1215","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-12","31.68",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1216","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-18","41.2",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1217","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-19","7.42",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1218","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-19","26.5",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1219","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-25","49",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1220","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-25","59.1",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1221","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-29","49",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1222","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-29","14.83",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1223","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-07-29","59.1",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1224","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-01","36.11",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1225","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-06","66.49",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1226","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-19","49",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1227","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-22","209.67",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1228","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-27","12.61",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1229","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-29","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1230","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-29","56.94",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1231","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-29","59.1",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1232","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-08-29","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1233","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-05","28.54",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1234","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-06","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1235","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-06","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1236","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-06","59.1",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1237","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-06","59.1",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1238","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-11","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1239","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-11","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1240","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-11","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1241","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-11","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1242","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-16","14.83",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1243","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-16","14.83",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1244","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-18","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1245","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-18","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1246","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-18","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1247","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-18","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1248","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-18","65.85",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1249","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-23","36.5",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1250","ORG","FEDEX",,,,,,"3885 Airways Blvd",,"Memphis","TN","38116","2024-09-25","14.83",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1251","ORG","FOUR SEASONS",,,,,,"2800 Pennsylvania Ave NW",,"Washington","DC","20007","2024-09-11","47.2",,"LODGING",,,"2024"
"SB17","C00869016","HFM1252","ORG","FOUR SEASONS",,,,,,"2800 Pennsylvania Ave NW",,"Washington","DC","20007","2024-09-11","47.2",,"LODGING",,,"2024"
"SB17","C00869016","HFM1253","ORG","FRASES MEAT SHOP",,,,,,"24003 Friendship Rd",,"Preston","MD","21655","2024-08-19","725",,"MEALS",,,"2024"
"SB17","C00869016","HFM1254","ORG","Full House Events",,,,,,"PO Box 409",,"Oldwick","NJ","08858","2024-07-18","200",,"FUNDRAISING SERVICES",,,"2024"
"SB17","C00869016","HFM1255","ORG","FUSION CARWASH",,,,,,"5371 Spectrum Dr",,"Frederick","MD","21703","2024-08-22","10",,"CAR SERVICES",,,"2024"
"SB17","C00869016","HFM1257","ORG","GAMD LESSEE",,,,,,"126 WEST ST",,"ANNAPOLIS","MD","21401","2024-09-04","5250",,"EVENT ROOM RENTAL",,,"2024"
"SB17","C00869016","HFM1258","ORG","GAR ENTERPRISE",,,,,,,,,,,"2024-08-02","77.63",,,,,"2024"
"SB17","C00869016","HFM1259","ORG","GARAGE",,,,,,"155 6th Ave",,"New York","NY","10013","2024-08-01","45",,"MEALS",,,"2024"
"SB17","C00869016","HFM1261","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-07-15","46.87",,"MEALS",,,"2024"
"SB17","C00869016","HFM1262","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-07-15","3",,"MEALS",,,"2024"
"SB17","C00869016","HFM1263","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-07-18","30.1",,"MEALS",,,"2024"
"SB17","C00869016","HFM1264","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-07-29","5.75",,"MEALS",,,"2024"
"SB17","C00869016","HFM1265","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-07-29","66.3",,"MEALS",,,"2024"
"SB17","C00869016","HFM1266","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-08-16","76",,"MEALS",,,"2024"
"SB17","C00869016","HFM1267","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-08-22","137.17",,"MEALS",,,"2024"
"SB17","C00869016","HFM1268","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-09-03","42.29",,"MEALS",,,"2024"
"SB17","C00869016","HFM1269","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-09-09","16.91",,"MEALS",,,"2024"
"SB17","C00869016","HFM1270","ORG","GIOLITTI DELI",,,,,,"2068 Somerville RD",,"Annapolis","MD","21401","2024-09-30","51.73",,"MEALS",,,"2024"
"SB17","C00869016","HFM1271","ORG","GLENWOODS",,,,,,"2000 Tower Oaks",,"Rockville","MD","20852","2024-09-10","60.7",,"MEALS",,,"2024"
"SB17","C00869016","HFM1275","ORG","GULF PARTYLINE",,,,,,"230 Peachtree St NW",,"Atlanta","GA","30303","2024-07-05","1000",,"DATABASE SERVICES",,,"2024"
"SB17","C00869016","HFM1276","ORG","GULF PARTYLINE",,,,,,"230 Peachtree St NW",,"Atlanta","GA","30303","2024-08-06","1000",,"DATABASE SERVICES",,,"2024"
"SB17","C00869016","HFM1277","ORG","GULF PARTYLINE",,,,,,"230 Peachtree St NW",,"Atlanta","GA","30303","2024-08-23","1000",,"DATABASE SERVICES",,,"2024"
"SB17","C00869016","HFM1278","ORG","GULF PARTYLINE",,,,,,"230 Peachtree St NW",,"Atlanta","GA","30303","2024-09-19","1000",,"DATABASE SERVICES",,,"2024"
"SB17","C00869016","HFM1279","ORG","Gunpowder Events Inc",,,,,,"PO Box 88",,"White Hall","MD","21161","2024-08-26","8432.3",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1281","ORG","HEADWATERS SEAFOOD",,,,,,"28510 Marlboro Ave",,"Easton","MD","21601","2024-08-21","327.72",,"MEALS",,,"2024"
